id,name,product,tvl_usd,est_apr_percent,featured,curator,chain,description
1e599903-d244-40eb-8fcf-85900e7734c5,Aave V3 Avalanche EURC,Lending,644817.79576008,4.2384,false,Aave,Avalanche,Lend EURC on Aave V3 Avalanche.
803f358b-4bb8-4a7c-9f64-42dfcc9c44d9,Aave V3 Avalanche GHO,Lending,1851093.09187309,5.8286,false,Aave,Avalanche,Lend GHO on Aave V3 Avalanche.
3578346d-70f5-4f43-b134-b1979e76685b,Aave V3 Avalanche LINK.e,Lending,1057803.5546719,0.0051,false,Aave,Avalanche,Lend LINK.e on Aave V3 Avalanche.
2059b16e-0690-4e88-8206-a90e952d6d8f,Aave V3 Avalanche sAVAX,Lending,94248757.57856427,0,false,Aave,Avalanche,Lend sAVAX on Aave V3 Avalanche.
00c76b2b-5a33-4891-918b-0c119bbb633b,Aave V3 Avalanche sUSDe,Lending,28377.05330958,0,false,Aave,Avalanche,Lend sUSDe on Aave V3 Avalanche.
20d860a6-5c4b-4925-a66a-6de188cc09c8,Aave V3 Avalanche USDC,Lending,76296806.003724,6.8823,false,Aave,Avalanche,Lend USDC on Aave V3 Avalanche.
991ba495-c113-4174-9b06-113d5028bbcf,Aave V3 Avalanche USDe,Lending,5532.36416818,2.2395,false,Aave,Avalanche,Lend USDe on Aave V3 Avalanche.
9c6f4c5d-090b-4d99-bb11-4b8cfdf93fea,Aave V3 Avalanche USDt,Lending,31311744.98708261,5.4631,false,Aave,Avalanche,Lend USDt on Aave V3 Avalanche.
b1ff7838-2c7f-4f19-ad69-3cdbeb9534c4,Aave V3 Avalanche WAVAX,Lending,164074462.09242585,1.1583,false,Aave,Avalanche,Lend WAVAX on Aave V3 Avalanche.
00f5bd77-4468-41a7-b1aa-990e73fc574f,Aave V3 Avalanche WBTC.e,Lending,3302425.595056,0.0904,false,Aave,Avalanche,Lend WBTC.e on Aave V3 Avalanche.
8ebbcdfb-f049-4649-9397-aaa6c5b839f5,Aave V3 Avalanche WETH.e,Lending,27672130.0571021,1.501,false,Aave,Avalanche,Lend WETH.e on Aave V3 Avalanche.
699ce344-f0db-4158-bdd7-31725a5d0b91,Aave V3 Avalanche wrsETH,Lending,217.74753525,0,false,Aave,Avalanche,Lend wrsETH on Aave V3 Avalanche.
de28b80e-1413-489b-84db-aeb47eabf349,Aave V3 Base AAVE,Lending,284380.23680508,0,false,Aave,Base,Lend AAVE on Aave V3 Base.
d2055089-ac07-497e-8200-ccaf57ee84c1,Aave V3 Base cbBTC,Lending,166151728.02339676,0.0236,false,Aave,Base,Lend cbBTC on Aave V3 Base.
9457da29-9a97-4ccf-bc25-bdf69e22e082,Aave V3 Base cbETH,Lending,10805495.88149296,0.036,false,Aave,Base,Lend cbETH on Aave V3 Base.
9f02103e-7849-44c0-8ee7-5626c44d4d85,Aave V3 Base EURC,Lending,10779323.8728754,1.6264,false,Aave,Base,Lend EURC on Aave V3 Base.
bfddaee4-8ef2-4ef2-8cfc-249d65b9271d,Aave V3 Base ezETH,Lending,65377.9870379,0,false,Aave,Base,Lend ezETH on Aave V3 Base.
1cf35e6d-4daf-449e-9b62-6afd2e23811b,Aave V3 Base GHO,Lending,2140923.17579178,3.5213,false,Aave,Base,Lend GHO on Aave V3 Base.
fd552a16-557c-4979-ae02-6faa2f77c9fb,Aave V3 Base LBTC,Lending,2000063.65075644,0,false,Aave,Base,Lend LBTC on Aave V3 Base.
5bbb3f64-18bd-4b3e-b4d1-090cf7267272,Aave V3 Base syrupUSDC,Lending,18805100.54480064,0,false,Aave,Base,Lend syrupUSDC on Aave V3 Base.
dfd7e2c3-e010-449a-b801-8b43f107623d,Aave V3 Base tBTC,Lending,417942.13691049,0.204,false,Aave,Base,Lend tBTC on Aave V3 Base.
fd1994b1-1e75-4046-9a65-7cb22e5bab93,Aave V3 Base USDbC,Lending,474995.51990246,0.5069,false,Aave,Base,Lend USDbC on Aave V3 Base.
8dc4dd52-56e3-4b5a-9b4c-cb5cebcee8fe,Aave V3 Base USDC,Lending,183458501.799856,3.1282,false,Aave,Base,Lend USDC on Aave V3 Base.
8681d425-6421-413f-a640-949d286cc373,Aave V3 Base weETH,Lending,90927333.09075701,0,false,Aave,Base,Lend weETH on Aave V3 Base.
a6ab1624-1ecc-4693-a197-5739bf1e266e,Aave V3 Base WETH,Lending,171103336.97415888,1.5461,false,Aave,Base,Lend WETH on Aave V3 Base.
9b5d9103-3542-49ef-8f9e-72f49234012c,Aave V3 Base wrsETH,Lending,69258344.15261282,0,false,Aave,Base,Lend wrsETH on Aave V3 Base.
2d764fe7-09f7-4879-9f6a-7e15c7c76d52,Aave V3 Base wstETH,Lending,35598762.07517676,0.0005,false,Aave,Base,Lend wstETH on Aave V3 Base.
e568cdf1-da06-4539-afd8-f5e18752b2f0,Aave V3 BNB BTCB,Lending,93.88532402,0.0136,false,Aave,BSC,Lend BTCB on Aave V3 BNB.
53a8c8f6-6cad-4091-8aeb-a3e1c25cecc5,Aave V3 BNB Cake,Lending,609024.60212945,0.0071,false,Aave,BSC,Lend Cake on Aave V3 BNB.
8fec4d4b-2f8a-49a0-90ef-67dfc795f1b9,Aave V3 BNB ETH,Lending,18253148.25102837,0.8309,false,Aave,BSC,Lend ETH on Aave V3 BNB.
9efc8330-23d3-42d0-8df6-87a1bbd87d29,Aave V3 BNB FDUSD,Lending,968332.65994168,2.5266,false,Aave,BSC,Lend FDUSD on Aave V3 BNB.
0b3194b5-b60f-4d40-8707-d610f5e66d0e,Aave V3 BNB USDC,Lending,16924598.45034198,2.2335,false,Aave,BSC,Lend USDC on Aave V3 BNB.
217a3fa5-f756-4d0b-9943-86f8c05190c3,Aave V3 BNB USDT,Lending,57841959.51221979,2.7221,false,Aave,BSC,Lend USDT on Aave V3 BNB.
ec2a8a0e-1e22-4080-9606-4017fa50d9b1,Aave V3 BNB WBNB,Lending,79318668.05606638,0.0101,false,Aave,BSC,Lend WBNB on Aave V3 BNB.
e51c0f37-43ae-4617-b6d8-8128692e4d22,Aave V3 Ethereum 1INCH,Lending,292641.69029585,0.0137,false,Aave,Ethereum,Lend 1INCH on Aave V3 Ethereum.
ae3167b0-90bc-44d9-8f41-81d1d2c65c2d,Aave V3 Ethereum AAVE,Lending,77581674.22853045,0,false,Aave,Ethereum,Lend AAVE on Aave V3 Ethereum.
8e0bf895-3540-42a6-b50d-0fad1a009738,Aave V3 Ethereum BTC.b,Lending,8712.03041632,0,false,Aave,Ethereum,Lend BTC.b on Aave V3 Ethereum.
adb2d995-cf01-4b01-963e-47b30f150da3,Aave V3 Ethereum cbBTC,Lending,1297315148.977767,0.0018,false,Aave,Ethereum,Lend cbBTC on Aave V3 Ethereum.
91c02545-dfc0-4323-9a7a-71f59e55c672,Aave V3 Ethereum cbETH,Lending,9196528.08850606,0.0004,false,Aave,Ethereum,Lend cbETH on Aave V3 Ethereum.
eec07869-b0df-432d-9678-abb733ecb2e7,Aave V3 Ethereum CRV,Lending,2401614.18245885,0.6357,false,Aave,Ethereum,Lend CRV on Aave V3 Ethereum.
6a5948da-a6f9-4f10-98d4-f697022d652a,Aave V3 Ethereum DAI,Lending,123072047.30655582,3.0006,false,Aave,Ethereum,Lend DAI on Aave V3 Ethereum.
248b3d6e-3ff9-4a9b-b476-555b61f1156e,Aave V3 Ethereum eBTC,Lending,9273864.67434618,0,false,Aave,Ethereum,Lend eBTC on Aave V3 Ethereum.
1674dfa7-07e0-4b45-ad6b-5cfbd25be7af,Aave V3 Ethereum ENS,Lending,116274.5082703,0.0884,false,Aave,Ethereum,Lend ENS on Aave V3 Ethereum.
d4697525-2cb4-45c0-bbad-480ba6705740,Aave V3 Ethereum EURC,Lending,54058359.12818968,1.9403,false,Aave,Ethereum,Lend EURC on Aave V3 Ethereum.
df28e45e-89ab-4aae-b059-560bca558443,Aave V3 Ethereum ezETH,Lending,17693489.95797722,0,false,Aave,Ethereum,Lend ezETH on Aave V3 Ethereum.
8e8d7579-9b3d-4d46-a84d-e17deba23d31,Aave V3 Ethereum FBTC,Lending,10438135.74284406,0.0022,false,Aave,Ethereum,Lend FBTC on Aave V3 Ethereum.
55334246-f504-4ce9-9098-f09be3189da1,Aave V3 Ethereum FXS,Lending,211.64142992,0.0022,false,Aave,Ethereum,Lend FXS on Aave V3 Ethereum.
5380a39f-5774-425f-a5d9-796ad0157c2c,Aave V3 Ethereum Horizon ACRED,Lending,0,0,false,Aave,Ethereum,Lend ACRED on Aave V3 Ethereum Horizon.
ec6145b6-533a-4fa8-89de-d56093ce84b3,Aave V3 Ethereum Horizon GHO,Lending,34626086.6418844,2.0946,false,Aave,Ethereum,Lend GHO on Aave V3 Ethereum Horizon.
707f69d1-9bcd-4170-928b-a6f87f780081,Aave V3 Ethereum Horizon RLUSD,Lending,262744805.95548037,4.4582,false,Aave,Ethereum,Lend RLUSD on Aave V3 Ethereum Horizon.
1250486d-1b0d-4152-b960-b8a00988736d,Aave V3 Ethereum Horizon USCC,Lending,121469199.61560407,0,false,Aave,Ethereum,Lend USCC on Aave V3 Ethereum Horizon.
a8bfba1d-c41f-4cbf-a849-02bba2fe8919,Aave V3 Ethereum Horizon USDC,Lending,8761975.873915,3.2668,false,Aave,Ethereum,Lend USDC on Aave V3 Ethereum Horizon.
6a31c81e-207f-4c3e-ad29-be39859514ef,Aave V3 Ethereum Horizon USYC,Lending,0,0,false,Aave,Ethereum,Lend USYC on Aave V3 Ethereum Horizon.
ff426783-8687-4d05-8aef-33fd006f6fd9,Aave V3 Ethereum Horizon VBILL,Lending,7250000,0,false,Aave,Ethereum,Lend VBILL on Aave V3 Ethereum Horizon.
3e728e12-6eb5-422c-b1d3-ce120728815d,Aave V3 Ethereum KNC,Lending,8391.95849192,0.5363,false,Aave,Ethereum,Lend KNC on Aave V3 Ethereum.
d6bdd7c2-8313-473a-9a2a-36eeae364eff,Aave V3 Ethereum LBTC,Lending,188655614.25733015,0,false,Aave,Ethereum,Lend LBTC on Aave V3 Ethereum.
8b389c4e-6b61-46e4-99c6-0037177a95ee,Aave V3 Ethereum LDO,Lending,209750.0621719,0.0602,false,Aave,Ethereum,Lend LDO on Aave V3 Ethereum.
5df87a54-756d-4e29-b246-d9caf15b5adc,Aave V3 Ethereum Lido ezETH,Lending,433076.17384229,0,false,Aave,Ethereum,Lend ezETH on Aave V3 Ethereum Lido.
a5c6a684-e0d1-4199-ae0e-12b63e45581f,Aave V3 Ethereum Lido GHO,Lending,71750825.97013249,1.4159,false,Aave,Ethereum,Lend GHO on Aave V3 Ethereum Lido.
624937b7-34bb-4107-a762-c5e978e70f73,Aave V3 Ethereum Lido rsETH,Lending,11635.37859704,0,false,Aave,Ethereum,Lend rsETH on Aave V3 Ethereum Lido.
13602135-4fbd-4519-ba16-2bd75c0cfaec,Aave V3 Ethereum Lido sUSDe,Lending,45807.70356428,0,false,Aave,Ethereum,Lend sUSDe on Aave V3 Ethereum Lido.
47456e60-6303-4709-b24d-445f065d6be6,Aave V3 Ethereum Lido tETH,Lending,46325323.7649568,0,false,Aave,Ethereum,Lend tETH on Aave V3 Ethereum Lido.
16337316-e047-4400-9795-3ab3602bbe3c,Aave V3 Ethereum Lido USDC,Lending,3855240.764042,3.6114,false,Aave,Ethereum,Lend USDC on Aave V3 Ethereum Lido.
4cc2c77f-420a-4cfc-a56e-d9cc799bf008,Aave V3 Ethereum Lido WETH,Lending,39964311.86405784,1.4287,false,Aave,Ethereum,Lend WETH on Aave V3 Ethereum Lido.
3299466e-ed20-4cc0-a8d2-1a6bcebe9275,Aave V3 Ethereum Lido wstETH,Lending,138506510.81590128,0.0539,false,Aave,Ethereum,Lend wstETH on Aave V3 Ethereum Lido.
7c79b928-60b6-4f0b-8bb6-b399efe2a38b,Aave V3 Ethereum LINK,Lending,89065689.95658116,0.038,false,Aave,Ethereum,Lend LINK on Aave V3 Ethereum.
3870fa3f-ea63-47a5-8400-38ec836a8fc3,Aave V3 Ethereum LUSD,Lending,2003723.22286517,0.564,false,Aave,Ethereum,Lend LUSD on Aave V3 Ethereum.
a7fcbdc4-4b98-4d8c-8e92-8e7865922990,Aave V3 Ethereum mUSD,Lending,118003.8205467,1.8643,false,Aave,Ethereum,Lend mUSD on Aave V3 Ethereum.
a2d7d655-086e-4690-9aac-d61192112bc3,Aave V3 Ethereum osETH,Lending,236417944.1742024,0,false,Aave,Ethereum,Lend osETH on Aave V3 Ethereum.
9ff4b24a-d687-4ca8-996b-9c619edc541c,Aave V3 Ethereum PYUSD,Lending,14286185.69749792,4.5208,false,Aave,Ethereum,Lend PYUSD on Aave V3 Ethereum.
e32250d9-7e96-4636-b2da-a6c9e5403a2b,Aave V3 Ethereum rETH,Lending,97324501.05788928,0,false,Aave,Ethereum,Lend rETH on Aave V3 Ethereum.
62273ba2-47ae-4313-81f8-a3cb0848d96b,Aave V3 Ethereum RLUSD,Lending,16299216.00929558,1.5761,false,Aave,Ethereum,Lend RLUSD on Aave V3 Ethereum.
ca2d5bfa-bba0-4996-ac69-ebd25f085f1f,Aave V3 Ethereum RPL,Lending,829772.54889823,0.7717,false,Aave,Ethereum,Lend RPL on Aave V3 Ethereum.
4d094aa3-47f4-49ba-b6e8-6b16a6d7f91d,Aave V3 Ethereum rsETH,Lending,1069574306.8237872,0,false,Aave,Ethereum,Lend rsETH on Aave V3 Ethereum.
62ee470e-9a99-40d3-b198-79a0858536e4,Aave V3 Ethereum STG,Lending,99.64868042,0.0055,false,Aave,Ethereum,Lend STG on Aave V3 Ethereum.
38edbfd3-5521-4afe-b02d-4cf3e6e1f5d6,Aave V3 Ethereum sUSDe,Lending,235244239.0606057,0,false,Aave,Ethereum,Lend sUSDe on Aave V3 Ethereum.
346e360e-e5e9-4a93-a9f6-c249a7946a77,Aave V3 Ethereum syrupUSDT,Lending,1522000.54090246,0,false,Aave,Ethereum,Lend syrupUSDT on Aave V3 Ethereum.
449dbe02-a416-4745-b603-5a733e3d8bd2,Aave V3 Ethereum tBTC,Lending,151402648.5182182,0.0008,false,Aave,Ethereum,Lend tBTC on Aave V3 Ethereum.
e42c6910-f0e4-4d2a-806d-cb6c6b8ad30e,Aave V3 Ethereum tETH,Lending,254943.54781513,0,false,Aave,Ethereum,Lend tETH on Aave V3 Ethereum.
8f05b755-e4e0-4fcc-9a8e-e266608d6340,Aave V3 Ethereum UNI,Lending,2656964.48340843,0.0014,false,Aave,Ethereum,Lend UNI on Aave V3 Ethereum.
b90c8bde-409c-4d0f-85d2-c29e91fe2c6e,Aave V3 Ethereum USDC,Lending,2081823312.110331,3.3444,false,Aave,Ethereum,Lend USDC on Aave V3 Ethereum.
2815ed5e-ebc1-447d-be50-a16c52347f15,Aave V3 Ethereum USDe,Lending,214342437.42507157,5.9187,false,Aave,Ethereum,Lend USDe on Aave V3 Ethereum.
ae31c7b1-b778-4c30-8293-e7a09d73dc6c,Aave V3 Ethereum USDG,Lending,51516908.03018223,5.8967,false,Aave,Ethereum,Lend USDG on Aave V3 Ethereum.
7d326eac-8b46-4653-a14e-10e226ebff52,Aave V3 Ethereum USDS,Lending,25031105.97577008,0.6125,false,Aave,Ethereum,Lend USDS on Aave V3 Ethereum.
c5f04b9e-0138-40a7-b44a-b7bc889ac5d4,Aave V3 Ethereum USDT,Lending,2151856896.281217,2.9599,false,Aave,Ethereum,Lend USDT on Aave V3 Ethereum.
fc41dc61-36aa-4e8b-8766-69290f46f943,Aave V3 Ethereum USDtb,Lending,169063027.14549237,5.9067,false,Aave,Ethereum,Lend USDtb on Aave V3 Ethereum.
53df0be0-d8ab-48b2-ab64-e4144b6623b1,Aave V3 Ethereum WBTC,Lending,2377131156.7061515,0.006,false,Aave,Ethereum,Lend WBTC on Aave V3 Ethereum.
32c3ec25-e005-4b50-8bc2-b8893036d728,Aave V3 Ethereum weETH,Lending,2561908297.8070703,0,false,Aave,Ethereum,Lend weETH on Aave V3 Ethereum.
654dda17-ac09-49b1-9837-a23354e9b77f,Aave V3 Ethereum WETH,Lending,4251565569.462941,1.5093,false,Aave,Ethereum,Lend WETH on Aave V3 Ethereum.
38ba3a24-70b9-4f35-b8e5-c833949709a3,Aave V3 Ethereum wstETH,Lending,1860823488.1026216,0.0007,false,Aave,Ethereum,Lend wstETH on Aave V3 Ethereum.
bdcf3e04-db52-4ef2-8b58-23eb269545ed,Aave V3 Ethereum XAUt,Lending,73534706.49664177,0,false,Aave,Ethereum,Lend XAUt on Aave V3 Ethereum.
b42ffd9e-aefc-42b4-97a5-647668542235,Aave V3 Gnosis sDAI,Lending,15007233.18019953,0,false,Aave,Gnosis,Lend sDAI on Aave V3 Gnosis.
faabca18-80f7-45c3-bd03-11eb14e61d53,Aave V3 Gnosis USDC.e,Lending,6733533.93874,2.049,false,Aave,Gnosis,Lend USDC.e on Aave V3 Gnosis.
c2aea61e-f632-4b13-ba9d-c540ce75d9ae,Aave V3 Gnosis WETH,Lending,3271903.68035861,0.8949,false,Aave,Gnosis,Lend WETH on Aave V3 Gnosis.
175fdfbe-0905-4063-9aab-be7c3c618cf6,Aave V3 Gnosis wstETH,Lending,27056738.1712367,0.0001,false,Aave,Gnosis,Lend wstETH on Aave V3 Gnosis.
641608a4-e347-42a5-ab54-6ce0360f2223,Aave V3 Ink ezETH,Lending,11938866.51136381,0,false,Aave,Ink,Lend ezETH on Aave V3 Ink.
eef6593d-e822-4aa2-ab2f-c4f238cda20e,Aave V3 Ink GHO,Lending,6403117.98977371,4.0669,false,Aave,Ink,Lend GHO on Aave V3 Ink.
4c91f85b-eb40-4ad1-bec2-dfd0d7304ff9,Aave V3 Ink kBTC,Lending,134071239.1932418,0.0429,false,Aave,Ink,Lend kBTC on Aave V3 Ink.
0d27a38e-e819-435e-983e-bce3877a65a6,Aave V3 Ink sUSDe,Lending,123.51489619,0,false,Aave,Ink,Lend sUSDe on Aave V3 Ink.
294c3988-10aa-488f-965f-1f7046c06463,Aave V3 Ink USD₮0,Lending,69103928.89733608,7.9853,false,Aave,Ink,Lend USD₮0 on Aave V3 Ink.
d1cac735-012c-423c-8960-2786e6cef834,Aave V3 Ink USDC,Lending,20364223.688198,2.1018,false,Aave,Ink,Lend USDC on Aave V3 Ink.
e0a0b1cb-ba6f-4ae6-9ae6-7b212e1f011b,Aave V3 Ink USDe,Lending,78842.47152752,10.081800000000001,false,Aave,Ink,Lend USDe on Aave V3 Ink.
afb6f8de-09b0-4af9-83dc-496245cd2468,Aave V3 Ink USDG,Lending,15075914.56087913,5.5372,false,Aave,Ink,Lend USDG on Aave V3 Ink.
942793f3-ac8e-4cee-a1ec-85c5eb1f290e,Aave V3 Ink weETH,Lending,41469.79553757,0,false,Aave,Ink,Lend weETH on Aave V3 Ink.
4d11fc68-d426-47b1-998c-5603a5e60939,Aave V3 Ink WETH,Lending,67732357.55891524,0.4304,false,Aave,Ink,Lend WETH on Aave V3 Ink.
6c39d888-f565-4362-9df1-46d058d438a8,Aave V3 Linea ezETH,Lending,925668.81996907,0,false,Aave,Linea,Lend ezETH on Aave V3 Linea.
85e2d056-d5bc-4a34-b017-7c82befe680e,Aave V3 Linea mUSD,Lending,48461.01494283,2.6291,false,Aave,Linea,Lend mUSD on Aave V3 Linea.
2005e58f-f8dc-43ca-a259-468103be6e9a,Aave V3 Linea USDC,Lending,2587176.227272,3.2825,false,Aave,Linea,Lend USDC on Aave V3 Linea.
eece7333-3645-466e-88e0-01f3c69bdcc2,Aave V3 Linea USDT,Lending,738104.21266074,4.2741,false,Aave,Linea,Lend USDT on Aave V3 Linea.
3039048a-ace9-40f9-9817-3824ab48e427,Aave V3 Linea WBTC,Lending,755350.69411371,0.0464,false,Aave,Linea,Lend WBTC on Aave V3 Linea.
e78b40fd-f114-4621-8b42-a694196de6b1,Aave V3 Linea weETH,Lending,8541958.08770162,0,false,Aave,Linea,Lend weETH on Aave V3 Linea.
2b0ff5dd-76ab-497e-ab7f-d37e403a9331,Aave V3 Linea WETH,Lending,14611398.76905773,0.5962,false,Aave,Linea,Lend WETH on Aave V3 Linea.
4d2f03de-a21b-4e30-ae12-9b0b1a04e147,Aave V3 Linea wrsETH,Lending,1358369.8082242,0,false,Aave,Linea,Lend wrsETH on Aave V3 Linea.
c8c383e6-5a4d-409f-b888-b83560ceca05,Aave V3 Linea wstETH,Lending,659519.12062417,0.001,false,Aave,Linea,Lend wstETH on Aave V3 Linea.
1e483631-b1c5-4893-8b53-744a460878d5,Aave V3 Mantle FBTC,Lending,97897.65119757,0,false,Aave,Mantle,Lend FBTC on Aave V3 Mantle.
7e64adf6-aaee-47a6-9218-22dc3d45ced3,Aave V3 Mantle sUSDe,Lending,65413973.29476278,0,false,Aave,Mantle,Lend sUSDe on Aave V3 Mantle.
327695b9-e104-4880-8a96-69ba0f6c09e2,Aave V3 Mantle syrupUSDT,Lending,90399961.49572347,0,false,Aave,Mantle,Lend syrupUSDT on Aave V3 Mantle.
65ec60d9-36e6-493d-961a-f2eeaff0d3c4,Aave V3 Mantle USDC,Lending,16258062.678249,7.181900000000001,false,Aave,Mantle,Lend USDC on Aave V3 Mantle.
89f44a42-a887-443f-baa8-7a05c7246ec1,Aave V3 Mantle USDe,Lending,14811305.14880358,5.1137,false,Aave,Mantle,Lend USDe on Aave V3 Mantle.
0ba91710-28f0-4c0a-993e-6ea541281110,Aave V3 Mantle USDT0,Lending,174361367.6386808,5.8093,false,Aave,Mantle,Lend USDT0 on Aave V3 Mantle.
29d7ea16-d6a3-43bc-8271-d61b2fb82375,Aave V3 Mantle WETH,Lending,105823373.71187721,2.5828,false,Aave,Mantle,Lend WETH on Aave V3 Mantle.
4407128b-3402-40a8-8be3-9db5aa752014,Aave V3 Mantle WMNT,Lending,907956.88676198,0,false,Aave,Mantle,Lend WMNT on Aave V3 Mantle.
567f3711-0ed9-4caf-ae5e-b06464bc00b4,Aave V3 Metis m.USDC,Lending,74412.43811442,2.6069,false,Aave,Metis,Lend m.USDC on Aave V3 Metis.
ea5334ff-9efa-4014-be8d-a6c5ca45e17d,Aave V3 Metis m.USDT,Lending,84184.67591121,0.7968,false,Aave,Metis,Lend m.USDT on Aave V3 Metis.
94a15ef6-5324-4c26-aa15-393eb542b450,Aave V3 Metis Metis,Lending,148399.59728049,0.0005,false,Aave,Metis,Lend Metis on Aave V3 Metis.
e2f0384a-f3ff-4af9-8700-4bb2dd026ad1,Aave V3 Metis WETH,Lending,148421.75250678,0.0115,false,Aave,Metis,Lend WETH on Aave V3 Metis.
1827dd43-05ef-4d4c-b816-698fa7f25bff,Aave V3 Optimism AAVE,Lending,133760.16006817,0,false,Aave,Optimism,Lend AAVE on Aave V3 Optimism.
